framework,trace_idx,n_steps,fm,present,step_idx,pct,is_global
ChatDev,3,67,3.3,1,21,32.0,0
ChatDev,4,82,1.1,0,,,0
ChatDev,4,82,1.2,0,,,0
ChatDev,4,82,1.3,1,74,91.0,0
ChatDev,4,82,1.4,0,,,0
ChatDev,4,82,1.5,1,,,1
ChatDev,4,82,2.1,0,,,0
ChatDev,4,82,2.2,0,,,0
ChatDev,4,82,2.3,0,,,0
ChatDev,4,82,2.4,0,,,0
ChatDev,4,82,2.5,0,,,0
ChatDev,4,82,2.6,0,,,0
ChatDev,4,82,3.1,0,,,0
ChatDev,4,82,3.2,0,,,0
ChatDev,4,82,3.3,0,,,0
ChatDev,5,64,1.1,0,,,0
ChatDev,5,64,1.2,1,57,90.0,0
ChatDev,5,64,1.3,1,37,59.0,0
ChatDev,5,64,1.4,0,,,0
ChatDev,5,64,1.5,1,,,1
ChatDev,5,64,2.1,0,,,0
ChatDev,5,64,2.2,1,37,59.0,0
ChatDev,5,64,2.3,0,,,0
ChatDev,5,64,2.4,0,,,0
ChatDev,5,64,2.5,1,46,73.0,0
ChatDev,5,64,2.6,1,14,22.0,0
ChatDev,5,64,3.1,0,,,0
ChatDev,5,64,3.2,1,42,67.0,0
ChatDev,5,64,3.3,0,,,0
ChatDev,6,64,1.1,0,,,0
ChatDev,6,64,1.2,0,,,0
ChatDev,6,64,1.3,1,56,89.0,0
ChatDev,6,64,1.4,0,,,0
ChatDev,6,64,1.5,0,,,0
ChatDev,6,64,2.1,0,,,0
ChatDev,6,64,2.2,0,,,0
ChatDev,6,64,2.3,0,,,0
ChatDev,6,64,2.4,0,,,0
ChatDev,6,64,2.5,0,,,0
ChatDev,6,64,2.6,1,25,40.0,0
ChatDev,6,64,3.1,0,,,0
ChatDev,6,64,3.2,1,49,78.0,0
ChatDev,6,64,3.3,0,,,0
ChatDev,7,64,1.1,0,,,0
ChatDev,7,64,1.2,0,,,0
ChatDev,7,64,1.3,1,35,56.0,0
ChatDev,7,64,1.4,0,,,0
ChatDev,7,64,1.5,0,,,0
ChatDev,7,64,2.1,0,,,0
ChatDev,7,64,2.2,0,,,0
ChatDev,7,64,2.3,0,,,0
ChatDev,7,64,2.4,0,,,0
ChatDev,7,64,2.5,1,25,40.0,0
ChatDev,7,64,2.6,0,,,0
ChatDev,7,64,3.1,0,,,0
ChatDev,7,64,3.2,0,,,0
ChatDev,7,64,3.3,1,21,33.0,0
ChatDev,8,67,1.1,1,,,1
ChatDev,8,67,1.2,1,52,79.0,0
ChatDev,8,67,1.3,1,60,91.0,0
ChatDev,8,67,1.4,0,,,0
ChatDev,8,67,1.5,1,,,1
ChatDev,8,67,2.1,0,,,0
ChatDev,8,67,2.2,1,49,74.0,0
ChatDev,8,67,2.3,0,,,0
ChatDev,8,67,2.4,0,,,0
ChatDev,8,67,2.5,0,,,0
ChatDev,8,67,2.6,1,14,21.0,0
ChatDev,8,67,3.1,1,,,1
ChatDev,8,67,3.2,0,,,0
ChatDev,8,67,3.3,1,52,79.0,0
ChatDev,9,64,1.1,0,,,0
ChatDev,9,64,1.2,0,,,0
ChatDev,9,64,1.3,1,56,89.0,0
ChatDev,9,64,1.4,0,,,0
ChatDev,9,64,1.5,0,,,0
ChatDev,9,64,2.1,0,,,0
ChatDev,9,64,2.2,0,,,0
ChatDev,9,64,2.3,0,,,0
ChatDev,9,64,2.4,1,15,24.0,0
ChatDev,9,64,2.5,1,15,24.0,0
ChatDev,9,64,2.6,1,15,24.0,0
ChatDev,9,64,3.1,0,,,0
ChatDev,9,64,3.2,1,15,24.0,0
ChatDev,9,64,3.3,0,,,0
ChatDev,10,65,1.1,1,14,22.0,0
ChatDev,10,65,1.2,0,,,0
ChatDev,10,65,1.3,1,33,52.0,0
ChatDev,10,65,1.4,0,,,0
ChatDev,10,65,1.5,1,,,1
ChatDev,10,65,2.1,0,,,0
ChatDev,10,65,2.2,0,,,0
ChatDev,10,65,2.3,0,,,0
ChatDev,10,65,2.4,0,,,0
ChatDev,10,65,2.5,0,,,0
ChatDev,10,65,2.6,1,42,66.0,0
ChatDev,10,65,3.1,0,,,0
ChatDev,10,65,3.2,0,,,0
ChatDev,10,65,3.3,0,,,0
ChatDev,11,67,1.1,1,,,1
ChatDev,11,67,1.2,0,,,0
ChatDev,11,67,1.3,1,38,58.0,0
ChatDev,11,67,1.4,0,,,0
ChatDev,11,67,1.5,1,34,52.0,0
ChatDev,11,67,2.1,0,,,0
ChatDev,11,67,2.2,0,,,0
ChatDev,11,67,2.3,0,,,0
ChatDev,11,67,2.4,0,,,0
ChatDev,11,67,2.5,0,,,0
ChatDev,11,67,2.6,1,26,39.0,0
ChatDev,11,67,3.1,1,,,1
ChatDev,11,67,3.2,0,,,0
ChatDev,11,67,3.3,1,52,79.0,0
ChatDev,12,72,1.1,1,,,1
ChatDev,12,72,1.2,1,38,54.0,0
ChatDev,12,72,1.3,1,62,87.0,0
ChatDev,12,72,1.4,0,,,0
ChatDev,12,72,1.5,1,,,1
ChatDev,12,72,2.1,0,,,0
ChatDev,12,72,2.2,1,38,54.0,0
ChatDev,12,72,2.3,1,38,54.0,0
ChatDev,12,72,2.4,1,38,54.0,0
ChatDev,12,72,2.5,1,38,54.0,0
ChatDev,12,72,2.6,1,38,54.0,0
ChatDev,12,72,3.1,1,,,1
ChatDev,12,72,3.2,0,,,0
ChatDev,12,72,3.3,1,34,48.0,0
ChatDev,13,66,1.1,0,,,0
ChatDev,13,66,1.2,1,59,91.0,0
ChatDev,13,66,1.3,1,59,91.0,0
ChatDev,13,66,1.4,0,,,0
ChatDev,13,66,1.5,1,,,1
ChatDev,13,66,2.1,0,,,0
ChatDev,13,66,2.2,0,,,0
ChatDev,13,66,2.3,0,,,0
ChatDev,13,66,2.4,0,,,0
ChatDev,13,66,2.5,1,59,91.0,0
ChatDev,13,66,2.6,1,59,91.0,0
ChatDev,13,66,3.1,0,,,0
ChatDev,13,66,3.2,0,,,0
ChatDev,13,66,3.3,0,,,0
ChatDev,14,68,1.1,1,,,1
ChatDev,14,68,1.2,0,,,0
ChatDev,14,68,1.3,0,,,0
ChatDev,14,68,1.4,1,22,33.0,0
ChatDev,14,68,1.5,0,,,0
ChatDev,14,68,2.1,0,,,0
ChatDev,14,68,2.2,0,,,0
ChatDev,14,68,2.3,0,,,0
ChatDev,14,68,2.4,0,,,0
ChatDev,14,68,2.5,0,,,0
ChatDev,14,68,2.6,1,23,34.0,0
ChatDev,14,68,3.1,0,,,0
ChatDev,14,68,3.2,1,18,27.0,0
ChatDev,14,68,3.3,1,53,79.0,0
ChatDev,15,70,1.1,1,,,1
ChatDev,15,70,1.2,0,,,0
ChatDev,15,70,1.3,0,,,0
ChatDev,15,70,1.4,0,,,0
ChatDev,15,70,1.5,1,,,1
ChatDev,15,70,2.1,0,,,0
ChatDev,15,70,2.2,0,,,0
ChatDev,15,70,2.3,0,,,0
ChatDev,15,70,2.4,0,,,0
ChatDev,15,70,2.5,0,,,0
ChatDev,15,70,2.6,0,,,0
ChatDev,15,70,3.1,0,,,0
ChatDev,15,70,3.2,0,,,0
ChatDev,15,70,3.3,1,54,78.0,0
ChatDev,16,64,1.1,0,,,0
ChatDev,16,64,1.2,0,,,0
ChatDev,16,64,1.3,0,,,0
ChatDev,16,64,1.4,0,,,0
ChatDev,16,64,1.5,0,,,0
ChatDev,16,64,2.1,0,,,0
ChatDev,16,64,2.2,0,,,0
ChatDev,16,64,2.3,0,,,0
ChatDev,16,64,2.4,0,,,0
ChatDev,16,64,2.5,0,,,0
ChatDev,16,64,2.6,1,35,56.0,0
ChatDev,16,64,3.1,0,,,0
ChatDev,16,64,3.2,1,31,49.0,0
ChatDev,16,64,3.3,0,,,0
ChatDev,17,66,1.1,0,,,0
ChatDev,17,66,1.2,0,,,0
ChatDev,17,66,1.3,1,47,72.0,0
ChatDev,17,66,1.4,0,,,0
ChatDev,17,66,1.5,0,,,0
ChatDev,17,66,2.1,0,,,0
ChatDev,17,66,2.2,0,,,0
ChatDev,17,66,2.3,1,58,89.0,0
ChatDev,17,66,2.4,0,,,0
ChatDev,17,66,2.5,0,,,0
ChatDev,17,66,2.6,1,26,40.0,0
ChatDev,17,66,3.1,0,,,0
ChatDev,17,66,3.2,0,,,0
ChatDev,17,66,3.3,1,22,34.0,0
ChatDev,18,68,1.1,1,,,1
ChatDev,18,68,1.2,0,,,0
ChatDev,18,68,1.3,1,46,69.0,0
ChatDev,18,68,1.4,1,39,58.0,0
ChatDev,18,68,1.5,0,,,0
ChatDev,18,68,2.1,0,,,0
ChatDev,18,68,2.2,0,,,0
ChatDev,18,68,2.3,0,,,0
ChatDev,18,68,2.4,1,66,99.0,0
ChatDev,18,68,2.5,1,39,58.0,0
ChatDev,18,68,2.6,1,50,75.0,0
ChatDev,18,68,3.1,0,,,0
ChatDev,18,68,3.2,1,52,78.0,0
ChatDev,18,68,3.3,1,53,79.0,0
ChatDev,19,63,1.1,1,,,1
ChatDev,19,63,1.2,0,,,0
ChatDev,19,63,1.3,1,31,50.0,0
ChatDev,19,63,1.4,1,29,47.0,0
ChatDev,19,63,1.5,1,,,1
ChatDev,19,63,2.1,1,25,40.0,0
ChatDev,19,63,2.2,1,48,77.0,0
ChatDev,19,63,2.3,1,47,76.0,0
ChatDev,19,63,2.4,1,26,42.0,0
ChatDev,19,63,2.5,1,48,77.0,0
ChatDev,19,63,2.6,1,48,77.0,0
ChatDev,19,63,3.1,1,,,1
ChatDev,19,63,3.2,1,48,77.0,0
ChatDev,19,63,3.3,1,48,77.0,0
ChatDev,20,66,1.1,0,,,0
ChatDev,20,66,1.2,0,,,0
ChatDev,20,66,1.3,0,,,0
ChatDev,20,66,1.4,0,,,0
ChatDev,20,66,1.5,0,,,0
ChatDev,20,66,2.1,0,,,0
ChatDev,20,66,2.2,0,,,0
ChatDev,20,66,2.3,0,,,0
ChatDev,20,66,2.4,0,,,0
ChatDev,20,66,2.5,0,,,0
ChatDev,20,66,2.6,1,25,38.0,0
ChatDev,20,66,3.1,0,,,0
ChatDev,20,66,3.2,1,51,78.0,0
ChatDev,20,66,3.3,0,,,0
ChatDev,21,68,1.1,0,,,0
ChatDev,21,68,1.2,0,,,0
ChatDev,21,68,1.3,1,50,75.0,0
ChatDev,21,68,1.4,0,,,0
ChatDev,21,68,1.5,0,,,0
ChatDev,21,68,2.1,0,,,0
ChatDev,21,68,2.2,0,,,0
ChatDev,21,68,2.3,0,,,0
ChatDev,21,68,2.4,0,,,0
ChatDev,21,68,2.5,0,,,0
ChatDev,21,68,2.6,1,15,22.0,0
ChatDev,21,68,3.1,0,,,0
ChatDev,21,68,3.2,1,23,34.0,0
ChatDev,21,68,3.3,0,,,0
ChatDev,22,73,1.1,1,,,1
ChatDev,22,73,1.2,0,,,0
ChatDev,22,73,1.3,0,,,0
ChatDev,22,73,1.4,0,,,0
ChatDev,22,73,1.5,0,,,0
ChatDev,22,73,2.1,0,,,0
ChatDev,22,73,2.2,0,,,0
ChatDev,22,73,2.3,0,,,0
ChatDev,22,73,2.4,0,,,0
ChatDev,22,73,2.5,0,,,0
ChatDev,22,73,2.6,0,,,0
ChatDev,22,73,3.1,0,,,0
ChatDev,22,73,3.2,1,26,36.0,0
ChatDev,22,73,3.3,0,,,0
ChatDev,23,67,1.1,0,,,0
ChatDev,23,67,1.2,0,,,0
ChatDev,23,67,1.3,0,,,0
ChatDev,23,67,1.4,0,,,0
ChatDev,23,67,1.5,1,,,1
ChatDev,23,67,2.1,0,,,0
ChatDev,23,67,2.2,0,,,0
ChatDev,23,67,2.3,0,,,0
ChatDev,23,67,2.4,0,,,0
ChatDev,23,67,2.5,1,59,89.0,0
ChatDev,23,67,2.6,1,15,23.0,0
ChatDev,23,67,3.1,0,,,0
ChatDev,23,67,3.2,1,18,27.0,0
ChatDev,23,67,3.3,0,,,0
ChatDev,24,66,1.1,1,,,1
ChatDev,24,66,1.2,0,,,0
ChatDev,24,66,1.3,0,,,0
ChatDev,24,66,1.4,0,,,0
ChatDev,24,66,1.5,0,,,0
ChatDev,24,66,2.1,0,,,0
ChatDev,24,66,2.2,0,,,0
ChatDev,24,66,2.3,0,,,0
ChatDev,24,66,2.4,0,,,0
ChatDev,24,66,2.5,0,,,0
ChatDev,24,66,2.6,1,16,25.0,0
ChatDev,24,66,3.1,0,,,0
ChatDev,24,66,3.2,1,51,78.0,0
ChatDev,24,66,3.3,1,31,48.0,0
ChatDev,25,68,1.1,0,,,0
ChatDev,25,68,1.2,1,27,40.0,0
ChatDev,25,68,1.3,1,23,34.0,0
ChatDev,25,68,1.4,0,,,0
ChatDev,25,68,1.5,1,,,1
ChatDev,25,68,2.1,0,,,0
ChatDev,25,68,2.2,0,,,0
ChatDev,25,68,2.3,0,,,0
ChatDev,25,68,2.4,0,,,0
ChatDev,25,68,2.5,1,60,90.0,0
ChatDev,25,68,2.6,0,,,0
ChatDev,25,68,3.1,0,,,0
ChatDev,25,68,3.2,1,58,87.0,0
ChatDev,25,68,3.3,0,,,0
ChatDev,26,69,1.1,1,,,1
ChatDev,26,69,1.2,0,,,0
ChatDev,26,69,1.3,0,,,0
ChatDev,26,69,1.4,0,,,0
ChatDev,26,69,1.5,1,,,1
ChatDev,26,69,2.1,0,,,0
ChatDev,26,69,2.2,0,,,0
ChatDev,26,69,2.3,0,,,0
ChatDev,26,69,2.4,0,,,0
ChatDev,26,69,2.5,0,,,0
ChatDev,26,69,2.6,0,,,0
ChatDev,26,69,3.1,0,,,0
ChatDev,26,69,3.2,1,39,57.0,0
ChatDev,26,69,3.3,0,,,0
ChatDev,27,72,1.1,1,,,1
ChatDev,27,72,1.2,0,,,0
ChatDev,27,72,1.3,0,,,0
ChatDev,27,72,1.4,0,,,0
ChatDev,27,72,1.5,0,,,0
ChatDev,27,72,2.1,0,,,0
ChatDev,27,72,2.2,0,,,0
ChatDev,27,72,2.3,0,,,0
ChatDev,27,72,2.4,0,,,0
ChatDev,27,72,2.5,0,,,0
ChatDev,27,72,2.6,1,48,68.0,0
ChatDev,27,72,3.1,0,,,0
ChatDev,27,72,3.2,0,,,0
ChatDev,27,72,3.3,0,,,0
ChatDev,28,66,1.1,0,,,0
ChatDev,28,66,1.2,0,,,0
ChatDev,28,66,1.3,1,59,91.0,0
ChatDev,28,66,1.4,0,,,0
ChatDev,28,66,1.5,0,,,0
ChatDev,28,66,2.1,0,,,0
ChatDev,28,66,2.2,0,,,0
ChatDev,28,66,2.3,0,,,0
ChatDev,28,66,2.4,0,,,0
ChatDev,28,66,2.5,0,,,0
ChatDev,28,66,2.6,0,,,0
ChatDev,28,66,3.1,0,,,0
ChatDev,28,66,3.2,0,,,0
ChatDev,28,66,3.3,0,,,0
ChatDev,29,65,1.1,1,36,56.0,0
ChatDev,29,65,1.2,0,,,0
ChatDev,29,65,1.3,0,,,0
ChatDev,29,65,1.4,0,,,0
ChatDev,29,65,1.5,0,,,0
ChatDev,29,65,2.1,0,,,0
ChatDev,29,65,2.2,0,,,0
ChatDev,29,65,2.3,0,,,0
ChatDev,29,65,2.4,0,,,0
ChatDev,29,65,2.5,1,25,39.0,0
ChatDev,29,65,2.6,1,58,91.0,0
ChatDev,29,65,3.1,0,,,0
ChatDev,29,65,3.2,1,21,33.0,0
ChatDev,29,65,3.3,0,,,0
AG2,0,4,1.1,1,,,1
AG2,0,4,1.2,0,,,0
AG2,0,4,1.3,0,,,0
AG2,0,4,1.4,0,,,0
AG2,0,4,1.5,0,,,0
AG2,0,4,2.1,0,,,0
AG2,0,4,2.2,1,1,33.0,0
AG2,0,4,2.3,0,,,0
AG2,0,4,2.4,0,,,0
AG2,0,4,2.5,0,,,0
AG2,0,4,2.6,0,,,0
AG2,0,4,3.1,0,,,0
AG2,0,4,3.2,1,3,100.0,0
AG2,0,4,3.3,0,,,0
AG2,1,4,1.1,0,,,0
AG2,1,4,1.2,0,,,0
AG2,1,4,1.3,0,,,0
AG2,1,4,1.4,0,,,0
AG2,1,4,1.5,0,,,0
AG2,1,4,2.1,0,,,0
AG2,1,4,2.2,1,1,33.0,0
AG2,1,4,2.3,0,,,0
AG2,1,4,2.4,0,,,0
AG2,1,4,2.5,0,,,0
AG2,1,4,2.6,0,,,0
AG2,1,4,3.1,1,,,1
AG2,1,4,3.2,0,,,0
AG2,1,4,3.3,0,,,0
AG2,2,10,1.1,1,,,1
AG2,2,10,1.2,0,,,0
AG2,2,10,1.3,1,4,44.0,0
AG2,2,10,1.4,0,,,0
AG2,2,10,1.5,1,,,1
AG2,2,10,2.1,0,,,0
AG2,2,10,2.2,0,,,0
AG2,2,10,2.3,0,,,0
AG2,2,10,2.4,0,,,0
AG2,2,10,2.5,1,2,22.0,0
AG2,2,10,2.6,0,,,0
AG2,2,10,3.1,0,,,0
AG2,2,10,3.2,0,,,0
AG2,2,10,3.3,0,,,0
AG2,3,6,1.1,1,,,1
AG2,3,6,1.2,0,,,0
AG2,3,6,1.3,0,,,0
AG2,3,6,1.4,0,,,0
AG2,3,6,1.5,0,,,0
AG2,3,6,2.1,0,,,0
AG2,3,6,2.2,0,,,0
AG2,3,6,2.3,0,,,0
AG2,3,6,2.4,0,,,0
AG2,3,6,2.5,0,,,0
AG2,3,6,2.6,0,,,0
AG2,3,6,3.1,0,,,0
AG2,3,6,3.2,1,4,80.0,0
AG2,3,6,3.3,0,,,0
AG2,4,4,1.1,1,,,1
AG2,4,4,1.2,0,,,0
AG2,4,4,1.3,0,,,0
AG2,4,4,1.4,0,,,0
AG2,4,4,1.5,0,,,0
AG2,4,4,2.1,0,,,0
AG2,4,4,2.2,0,,,0
AG2,4,4,2.3,0,,,0
AG2,4,4,2.4,0,,,0
AG2,4,4,2.5,0,,,0
AG2,4,4,2.6,1,3,100.0,0
AG2,4,4,3.1,0,,,0
AG2,4,4,3.2,0,,,0
AG2,4,4,3.3,0,,,0
AG2,5,6,1.1,0,,,0
AG2,5,6,1.2,0,,,0
AG2,5,6,1.3,0,,,0
AG2,5,6,1.4,0,,,0
AG2,5,6,1.5,0,,,0
AG2,5,6,2.1,0,,,0
AG2,5,6,2.2,0,,,0
AG2,5,6,2.3,0,,,0
AG2,5,6,2.4,0,,,0
AG2,5,6,2.5,0,,,0
AG2,5,6,2.6,0,,,0
AG2,5,6,3.1,0,,,0
AG2,5,6,3.2,0,,,0
AG2,5,6,3.3,1,3,60.0,0
AG2,6,4,1.1,1,,,1
AG2,6,4,1.2,0,,,0
AG2,6,4,1.3,0,,,0
AG2,6,4,1.4,0,,,0
AG2,6,4,1.5,0,,,0
AG2,6,4,2.1,0,,,0
AG2,6,4,2.2,1,1,33.0,0
AG2,6,4,2.3,0,,,0
AG2,6,4,2.4,0,,,0
AG2,6,4,2.5,0,,,0
AG2,6,4,2.6,0,,,0
AG2,6,4,3.1,0,,,0
AG2,6,4,3.2,1,2,67.0,0
AG2,6,4,3.3,0,,,0
AG2,7,6,1.1,1,,,1
AG2,7,6,1.2,0,,,0
AG2,7,6,1.3,0,,,0
AG2,7,6,1.4,0,,,0
AG2,7,6,1.5,0,,,0
AG2,7,6,2.1,0,,,0
AG2,7,6,2.2,0,,,0
AG2,7,6,2.3,0,,,0
AG2,7,6,2.4,0,,,0
AG2,7,6,2.5,0,,,0
AG2,7,6,2.6,0,,,0
AG2,7,6,3.1,0,,,0
AG2,7,6,3.2,1,5,100.0,0
AG2,7,6,3.3,0,,,0
AG2,8,4,1.1,0,,,0
AG2,8,4,1.2,0,,,0
AG2,8,4,1.3,0,,,0
AG2,8,4,1.4,0,,,0
AG2,8,4,1.5,0,,,0
AG2,8,4,2.1,0,,,0
AG2,8,4,2.2,0,,,0
AG2,8,4,2.3,0,,,0
AG2,8,4,2.4,0,,,0
AG2,8,4,2.5,0,,,0
AG2,8,4,2.6,0,,,0
AG2,8,4,3.1,0,,,0
AG2,8,4,3.2,1,3,100.0,0
AG2,8,4,3.3,0,,,0
AG2,9,6,1.1,1,,,1
AG2,9,6,1.2,0,,,0
AG2,9,6,1.3,0,,,0
AG2,9,6,1.4,0,,,0
AG2,9,6,1.5,0,,,0
AG2,9,6,2.1,0,,,0
AG2,9,6,2.2,0,,,0
AG2,9,6,2.3,0,,,0
AG2,9,6,2.4,0,,,0
AG2,9,6,2.5,0,,,0
AG2,9,6,2.6,0,,,0
AG2,9,6,3.1,0,,,0
AG2,9,6,3.2,1,5,100.0,0
AG2,9,6,3.3,0,,,0
AG2,10,6,1.1,0,,,0
AG2,10,6,1.2,0,,,0
AG2,10,6,1.3,0,,,0
AG2,10,6,1.4,0,,,0
AG2,10,6,1.5,0,,,0
AG2,10,6,2.1,0,,,0
AG2,10,6,2.2,1,1,20.0,0
AG2,10,6,2.3,0,,,0
AG2,10,6,2.4,0,,,0
AG2,10,6,2.5,0,,,0
AG2,10,6,2.6,0,,,0
AG2,10,6,3.1,0,,,0
AG2,10,6,3.2,0,,,0
AG2,10,6,3.3,0,,,0
AG2,11,6,1.1,1,,,1
AG2,11,6,1.2,0,,,0
AG2,11,6,1.3,0,,,0
AG2,11,6,1.4,0,,,0
AG2,11,6,1.5,1,,,1
AG2,11,6,2.1,0,,,0
AG2,11,6,2.2,0,,,0
AG2,11,6,2.3,1,3,60.0,0
AG2,11,6,2.4,0,,,0
AG2,11,6,2.5,0,,,0
AG2,11,6,2.6,0,,,0
AG2,11,6,3.1,0,,,0
AG2,11,6,3.2,0,,,0
AG2,11,6,3.3,0,,,0
AG2,12,6,1.1,1,,,1
AG2,12,6,1.2,0,,,0
AG2,12,6,1.3,0,,,0
AG2,12,6,1.4,0,,,0
AG2,12,6,1.5,0,,,0
AG2,12,6,2.1,0,,,0
AG2,12,6,2.2,0,,,0
AG2,12,6,2.3,0,,,0
AG2,12,6,2.4,0,,,0
AG2,12,6,2.5,0,,,0
AG2,12,6,2.6,0,,,0
AG2,12,6,3.1,0,,,0
AG2,12,6,3.2,1,1,20.0,0
AG2,12,6,3.3,0,,,0
AG2,13,8,1.1,0,,,0
AG2,13,8,1.2,0,,,0
AG2,13,8,1.3,0,,,0
AG2,13,8,1.4,0,,,0
AG2,13,8,1.5,0,,,0
AG2,13,8,2.1,0,,,0
AG2,13,8,2.2,0,,,0
AG2,13,8,2.3,0,,,0
AG2,13,8,2.4,0,,,0
AG2,13,8,2.5,0,,,0
AG2,13,8,2.6,1,1,14.0,0
AG2,13,8,3.1,0,,,0
AG2,13,8,3.2,1,7,100.0,0
AG2,13,8,3.3,0,,,0
AG2,14,4,1.1,1,,,1
AG2,14,4,1.2,0,,,0
AG2,14,4,1.3,0,,,0
AG2,14,4,1.4,0,,,0
AG2,14,4,1.5,0,,,0
AG2,14,4,2.1,0,,,0
AG2,14,4,2.2,1,1,33.0,0
AG2,14,4,2.3,0,,,0
AG2,14,4,2.4,0,,,0
AG2,14,4,2.5,0,,,0
AG2,14,4,2.6,1,1,33.0,0
AG2,14,4,3.1,0,,,0
AG2,14,4,3.2,1,3,100.0,0
AG2,14,4,3.3,0,,,0
AG2,15,8,1.1,1,3,43.0,0
AG2,15,8,1.2,0,,,0
AG2,15,8,1.3,0,,,0
AG2,15,8,1.4,0,,,0
AG2,15,8,1.5,0,,,0
AG2,15,8,2.1,0,,,0
AG2,15,8,2.2,0,,,0
AG2,15,8,2.3,0,,,0
AG2,15,8,2.4,0,,,0
AG2,15,8,2.5,0,,,0
AG2,15,8,2.6,1,3,43.0,0
AG2,15,8,3.1,0,,,0
AG2,15,8,3.2,1,3,43.0,0
AG2,15,8,3.3,0,,,0
AG2,16,4,1.1,1,,,1
AG2,16,4,1.2,0,,,0
AG2,16,4,1.3,0,,,0
AG2,16,4,1.4,0,,,0
AG2,16,4,1.5,0,,,0
AG2,16,4,2.1,0,,,0
AG2,16,4,2.2,0,,,0
AG2,16,4,2.3,0,,,0
AG2,16,4,2.4,0,,,0
AG2,16,4,2.5,0,,,0
AG2,16,4,2.6,1,1,33.0,0
AG2,16,4,3.1,0,,,0
AG2,16,4,3.2,1,3,100.0,0
AG2,16,4,3.3,0,,,0
AG2,17,4,1.1,1,,,1
AG2,17,4,1.2,0,,,0
AG2,17,4,1.3,0,,,0
AG2,17,4,1.4,0,,,0
AG2,17,4,1.5,0,,,0
AG2,17,4,2.1,0,,,0
AG2,17,4,2.2,0,,,0
AG2,17,4,2.3,0,,,0
AG2,17,4,2.4,0,,,0
AG2,17,4,2.5,0,,,0
AG2,17,4,2.6,0,,,0
AG2,17,4,3.1,0,,,0
AG2,17,4,3.2,1,3,100.0,0
AG2,17,4,3.3,0,,,0
AG2,18,6,1.1,1,,,1
AG2,18,6,1.2,0,,,0
AG2,18,6,1.3,0,,,0
AG2,18,6,1.4,0,,,0
AG2,18,6,1.5,0,,,0
AG2,18,6,2.1,0,,,0
AG2,18,6,2.2,1,1,20.0,0
AG2,18,6,2.3,0,,,0
AG2,18,6,2.4,0,,,0
AG2,18,6,2.5,0,,,0
AG2,18,6,2.6,0,,,0
AG2,18,6,3.1,0,,,0
AG2,18,6,3.2,1,5,100.0,0
AG2,18,6,3.3,0,,,0
AG2,19,4,1.1,1,,,1
AG2,19,4,1.2,0,,,0
AG2,19,4,1.3,0,,,0
AG2,19,4,1.4,0,,,0
AG2,19,4,1.5,0,,,0
AG2,19,4,2.1,0,,,0
AG2,19,4,2.2,0,,,0
AG2,19,4,2.3,0,,,0
AG2,19,4,2.4,0,,,0
AG2,19,4,2.5,0,,,0
AG2,19,4,2.6,0,,,0
