framework,trace_idx,repeat,fm,judge,forced,semi,relaxed
ChatDev,9,8,2.1,0,~,~,
ChatDev,9,8,2.2,1,14,RETRACTED,
ChatDev,9,8,2.3,0,~,~,
ChatDev,9,8,2.4,0,~,~,15
ChatDev,9,8,2.5,0,~,~,
ChatDev,9,8,2.6,1,15,"14,35","14,25,35"
ChatDev,9,8,3.1,0,~,~,
ChatDev,9,8,3.2,0,~,~,31
ChatDev,9,8,3.3,1,"31,42,49",31,31
ChatDev,9,9,1.1,0,~,~,35
ChatDev,9,9,1.2,0,~,~,"56,57"
ChatDev,9,9,1.3,1,"20,24,30,41","35,46","25,46,57"
ChatDev,9,9,1.4,0,~,~,"15,18"
ChatDev,9,9,1.5,1,25,"35,46",
ChatDev,9,9,2.1,0,~,~,
ChatDev,9,9,2.2,0,~,~,
ChatDev,9,9,2.3,0,~,~,
ChatDev,9,9,2.4,0,~,~,
ChatDev,9,9,2.5,0,~,~,35
ChatDev,9,9,2.6,1,"25,30,31,35",15,
ChatDev,9,9,3.1,0,~,~,
ChatDev,9,9,3.2,0,~,~,
ChatDev,9,9,3.3,0,~,~,
ChatDev,9,10,1.1,1,global,"14,25,35,46",
ChatDev,9,10,1.2,0,~,~,"35,56,57"
ChatDev,9,10,1.3,1,"9,13,20,24,30,34,41,45,52,56,61","35,46",56
ChatDev,9,10,1.4,0,~,~,
ChatDev,9,10,1.5,1,global,"31,42",
ChatDev,9,10,2.1,0,~,~,
ChatDev,9,10,2.2,0,~,~,
ChatDev,9,10,2.3,1,"14,15",RETRACTED,"54,56,57"
ChatDev,9,10,2.4,0,~,~,"15,18,22"
ChatDev,9,10,2.5,0,~,~,
ChatDev,9,10,2.6,1,"14,25",14,
ChatDev,9,10,3.1,0,~,~,
ChatDev,9,10,3.2,0,~,~,
ChatDev,9,10,3.3,0,~,~,
ChatDev,9,11,1.1,1,global,14,"global,15"
ChatDev,9,11,1.2,0,~,~,"34,35,45"
ChatDev,9,11,1.3,1,"20,24,30,34,41,45,56,61",RETRACTED,"3,8,19,23,29,33,40,44,46,51,55,56,60"
ChatDev,9,11,1.4,0,~,~,
ChatDev,9,11,1.5,1,global,35,"global,32,34,39,45"
ChatDev,9,11,2.1,0,~,~,
ChatDev,9,11,2.2,0,~,~,
ChatDev,9,11,2.3,0,~,~,"35,56"
ChatDev,9,11,2.4,0,~,~,"18,20,22,24,41"
ChatDev,9,11,2.5,0,~,~,"22,35,46,56"
ChatDev,9,11,2.6,1,"14,31,42","15,21","15,34,35,45,46"
ChatDev,9,11,3.1,0,~,~,
ChatDev,9,11,3.2,0,~,~,"global,31,42"
ChatDev,9,11,3.3,0,~,~,"global,31,42,48,49"
ChatDev,9,12,1.1,0,~,~,"14,35"
ChatDev,9,12,1.2,0,~,~,"56,57"
ChatDev,9,12,1.3,1,"35,46","20,24,30,34,41,45,52,56","46,56"
ChatDev,9,12,1.4,1,15,RETRACTED,
ChatDev,9,12,1.5,0,~,~,global
ChatDev,9,12,2.1,0,~,~,
ChatDev,9,12,2.2,0,~,~,
ChatDev,9,12,2.3,0,~,~,
ChatDev,9,12,2.4,0,~,~,
ChatDev,9,12,2.5,0,~,~,57
ChatDev,9,12,2.6,0,~,~,14
ChatDev,9,12,3.1,0,~,~,
ChatDev,9,12,3.2,0,~,~,
ChatDev,9,12,3.3,0,~,~,
ChatDev,9,13,1.1,0,~,~,
ChatDev,9,13,1.2,0,~,~,
ChatDev,9,13,1.3,1,"4,9,20,24,30,34,41,45,52,56,61","35,45,56,57","3,8,12,19,23,29,33,40,44,46,51,55,60"
ChatDev,9,13,1.4,0,~,~,
ChatDev,9,13,1.5,1,global,"34,44",
ChatDev,9,13,2.1,0,~,~,
ChatDev,9,13,2.2,0,~,~,
ChatDev,9,13,2.3,0,~,~,
ChatDev,9,13,2.4,0,~,~,
ChatDev,9,13,2.5,0,~,~,
ChatDev,9,13,2.6,1,14,14,35
ChatDev,9,13,3.1,0,~,~,
ChatDev,9,13,3.2,1,"31,42",global,
ChatDev,9,13,3.3,0,~,~,
ChatDev,9,14,1.1,0,~,~,
ChatDev,9,14,1.2,0,~,~,
ChatDev,9,14,1.3,1,"4,9,13","20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56","35,46,56"
ChatDev,9,14,1.4,1,"15,30,34,41,45",RETRACTED,"20,56"
ChatDev,9,14,1.5,0,~,~,
ChatDev,9,14,2.1,0,~,~,
ChatDev,9,14,2.2,0,~,~,
ChatDev,9,14,2.3,0,~,~,
ChatDev,9,14,2.4,0,~,~,
ChatDev,9,14,2.5,0,~,~,
ChatDev,9,14,2.6,1,"15,31,42",21,15
ChatDev,9,14,3.1,0,~,~,
ChatDev,9,14,3.2,0,~,~,
ChatDev,9,14,3.3,0,~,~,
ChatDev,9,15,1.1,0,~,~,35
ChatDev,9,15,1.2,0,~,~,"56,57"
ChatDev,9,15,1.3,0,~,~,"56,57"
ChatDev,9,15,1.4,0,~,~,
ChatDev,9,15,1.5,1,global,global,
ChatDev,9,15,2.1,0,~,~,
ChatDev,9,15,2.2,0,~,~,
ChatDev,9,15,2.3,0,~,~,"56,57"
ChatDev,9,15,2.4,0,~,~,15
ChatDev,9,15,2.5,0,~,~,35
ChatDev,9,15,2.6,1,14,15,
ChatDev,9,15,3.1,0,~,~,
ChatDev,9,15,3.2,0,~,~,
ChatDev,9,15,3.3,1,"31,42",31,
