framework,trace_idx,repeat,fm,judge,forced,semi,relaxed
MetaGPT,15,6,1.4,1,4,4,
MetaGPT,15,6,1.5,1,global,RETRACTED,
MetaGPT,15,6,2.1,1,4,4,
MetaGPT,15,6,2.2,1,"2,4",RETRACTED,
MetaGPT,15,6,2.3,1,global,RETRACTED,
MetaGPT,15,6,2.4,0,~,~,
MetaGPT,15,6,2.5,0,~,~,4
MetaGPT,15,6,2.6,1,"2,4",4,2
MetaGPT,15,6,3.1,0,~,~,
MetaGPT,15,6,3.2,0,~,~,
MetaGPT,15,6,3.3,1,2,"2,4",
MetaGPT,15,7,1.1,0,~,~,"global,1"
MetaGPT,15,7,1.2,0,~,~,
MetaGPT,15,7,1.3,1,"4,5","4,5",4
MetaGPT,15,7,1.4,1,"4,5",4,
MetaGPT,15,7,1.5,1,global,global,global
MetaGPT,15,7,2.1,1,"4,5",4,
MetaGPT,15,7,2.2,0,~,~,2
MetaGPT,15,7,2.3,1,"4,5",RETRACTED,
MetaGPT,15,7,2.4,0,~,~,
MetaGPT,15,7,2.5,0,~,~,4
MetaGPT,15,7,2.6,0,~,~,"2,4"
MetaGPT,15,7,3.1,0,~,~,
MetaGPT,15,7,3.2,0,~,~,
MetaGPT,15,7,3.3,0,~,~,
MetaGPT,15,8,1.1,1,global,1,2
MetaGPT,15,8,1.2,0,~,~,
MetaGPT,15,8,1.3,1,4,"2,4","4,5"
MetaGPT,15,8,1.4,1,4,4,"4,5"
MetaGPT,15,8,1.5,1,global,RETRACTED,
MetaGPT,15,8,2.1,1,4,4,"4,5"
MetaGPT,15,8,2.2,1,4,"1,2,4",5
MetaGPT,15,8,2.3,1,4,4,
MetaGPT,15,8,2.4,0,~,~,
MetaGPT,15,8,2.5,0,~,~,4
MetaGPT,15,8,2.6,1,4,4,"2,4"
MetaGPT,15,8,3.1,0,~,~,
MetaGPT,15,8,3.2,0,~,~,
MetaGPT,15,8,3.3,0,~,~,2
MetaGPT,15,9,1.1,0,~,~,1
MetaGPT,15,9,1.2,0,~,~,
MetaGPT,15,9,1.3,1,4,4,4
MetaGPT,15,9,1.4,1,4,4,4
MetaGPT,15,9,1.5,1,global,global,
MetaGPT,15,9,2.1,1,4,4,
MetaGPT,15,9,2.2,1,4,4,
MetaGPT,15,9,2.3,1,4,RETRACTED,
MetaGPT,15,9,2.4,0,~,~,
MetaGPT,15,9,2.5,0,~,~,4
MetaGPT,15,9,2.6,1,4,4,2
MetaGPT,15,9,3.1,0,~,~,
MetaGPT,15,9,3.2,0,~,~,
MetaGPT,15,9,3.3,0,~,~,2
MetaGPT,15,10,1.1,0,~,~,"1,2,4"
MetaGPT,15,10,1.2,1,4,RETRACTED,
MetaGPT,15,10,1.3,1,"4,5",4,4
MetaGPT,15,10,1.4,1,"4,5",4,4
MetaGPT,15,10,1.5,1,global,global,global
MetaGPT,15,10,2.1,1,"4,5",RETRACTED,
MetaGPT,15,10,2.2,0,~,~,
MetaGPT,15,10,2.3,1,"2,3,4,5",RETRACTED,
MetaGPT,15,10,2.4,0,~,~,
MetaGPT,15,10,2.5,0,~,~,4
MetaGPT,15,10,2.6,1,4,4,2
MetaGPT,15,10,3.1,0,~,~,
MetaGPT,15,10,3.2,0,~,~,
MetaGPT,15,10,3.3,1,"2,4","2,4",
MetaGPT,15,11,1.1,0,~,~,"global,1"
MetaGPT,15,11,1.2,0,~,~,
MetaGPT,15,11,1.3,1,"4,5","2,4","4,5"
MetaGPT,15,11,1.4,0,~,~,"4,5"
MetaGPT,15,11,1.5,1,global,global,"global,5"
MetaGPT,15,11,2.1,0,~,~,"4,5"
MetaGPT,15,11,2.2,0,~,~,"1,2"
MetaGPT,15,11,2.3,0,~,~,"1,2,4,5"
MetaGPT,15,11,2.4,0,~,~,
MetaGPT,15,11,2.5,0,~,~,"4,5"
MetaGPT,15,11,2.6,1,"2,4",4,"2,4,5"
MetaGPT,15,11,3.1,0,~,~,
MetaGPT,15,11,3.2,0,~,~,
MetaGPT,15,11,3.3,1,"2,4","2,4","2,4"
MetaGPT,15,12,1.1,0,~,~,"global,1"
MetaGPT,15,12,1.2,0,~,~,
MetaGPT,15,12,1.3,1,4,"4,5",4
MetaGPT,15,12,1.4,1,4,"4,5",4
MetaGPT,15,12,1.5,1,global,global,global
MetaGPT,15,12,2.1,1,4,"4,5",4
MetaGPT,15,12,2.2,1,2,"4,5",
MetaGPT,15,12,2.3,1,4,RETRACTED,
MetaGPT,15,12,2.4,0,~,~,
MetaGPT,15,12,2.5,0,~,~,4
MetaGPT,15,12,2.6,0,~,~,"2,4"
MetaGPT,15,12,3.1,0,~,~,
MetaGPT,15,12,3.2,0,~,~,
MetaGPT,15,12,3.3,0,~,~,"2,4"
MetaGPT,15,13,1.1,0,~,~,
MetaGPT,15,13,1.2,0,~,~,
MetaGPT,15,13,1.3,1,"4,5","4,5",4
MetaGPT,15,13,1.4,0,~,~,4
MetaGPT,15,13,1.5,0,~,~,
MetaGPT,15,13,2.1,0,~,~,4
MetaGPT,15,13,2.2,0,~,~,
MetaGPT,15,13,2.3,0,~,~,
MetaGPT,15,13,2.4,0,~,~,
MetaGPT,15,13,2.5,0,~,~,4
MetaGPT,15,13,2.6,1,"2,4",4,"2,4"
MetaGPT,15,13,3.1,0,~,~,
MetaGPT,15,13,3.2,0,~,~,
MetaGPT,15,13,3.3,0,~,~,"2,4"
MetaGPT,15,14,1.1,0,~,~,"1,2"
MetaGPT,15,14,1.2,1,4,RETRACTED,
MetaGPT,15,14,1.3,1,"2,4",4,"4,5"
MetaGPT,15,14,1.4,0,~,~,
MetaGPT,15,14,1.5,1,global,4,global
MetaGPT,15,14,2.1,0,~,~,
MetaGPT,15,14,2.2,0,~,~,
MetaGPT,15,14,2.3,0,~,~,
MetaGPT,15,14,2.4,0,~,~,
MetaGPT,15,14,2.5,0,~,~,4
MetaGPT,15,14,2.6,1,4,4,2
MetaGPT,15,14,3.1,0,~,~,
MetaGPT,15,14,3.2,0,~,~,
MetaGPT,15,14,3.3,1,"2,4","2,4",
MetaGPT,15,15,1.1,1,global,1,1
MetaGPT,15,15,1.2,0,~,~,
MetaGPT,15,15,1.3,1,4,4,4
MetaGPT,15,15,1.4,1,4,4,
MetaGPT,15,15,1.5,1,global,global,
MetaGPT,15,15,2.1,0,~,~,
MetaGPT,15,15,2.2,1,"2,4","1,4",
MetaGPT,15,15,2.3,1,"2,4",RETRACTED,
MetaGPT,15,15,2.4,0,~,~,
MetaGPT,15,15,2.5,0,~,~,4
MetaGPT,15,15,2.6,1,4,4,2
MetaGPT,15,15,3.1,0,~,~,global
MetaGPT,15,15,3.2,0,~,~,
MetaGPT,15,15,3.3,1,"2,4","2,4",
