framework,trace_idx,repeat,fm,judge,forced,semi,relaxed
ChatDev,1,10,1.2,0,~,~,
ChatDev,1,10,1.3,0,~,~,61
ChatDev,1,10,1.4,0,~,~,
ChatDev,1,10,1.5,0,~,~,
ChatDev,1,10,2.1,0,~,~,
ChatDev,1,10,2.2,0,~,~,
ChatDev,1,10,2.3,0,~,~,
ChatDev,1,10,2.4,0,~,~,
ChatDev,1,10,2.5,0,~,~,"43,61"
ChatDev,1,10,2.6,0,~,~,
ChatDev,1,10,3.1,0,~,~,
ChatDev,1,10,3.2,1,14,14,"14,52,53"
ChatDev,1,10,3.3,0,~,~,33
ChatDev,1,11,1.1,1,global,14,14
ChatDev,1,11,1.2,0,~,~,
ChatDev,1,11,1.3,0,~,~,
ChatDev,1,11,1.4,0,~,~,"28,32"
ChatDev,1,11,1.5,0,~,~,
ChatDev,1,11,2.1,0,~,~,
ChatDev,1,11,2.2,0,~,~,
ChatDev,1,11,2.3,0,~,~,
ChatDev,1,11,2.4,0,~,~,
ChatDev,1,11,2.5,0,~,~,
ChatDev,1,11,2.6,1,14,RETRACTED,28
ChatDev,1,11,3.1,0,~,~,
ChatDev,1,11,3.2,0,~,~,
ChatDev,1,11,3.3,1,"14,26",14,14
ChatDev,1,12,1.1,1,global,"22,33,43","14,26"
ChatDev,1,12,1.2,0,~,~,
ChatDev,1,12,1.3,1,"32,42,60,61","60,61",61
ChatDev,1,12,1.4,0,~,~,
ChatDev,1,12,1.5,0,~,~,
ChatDev,1,12,2.1,0,~,~,
ChatDev,1,12,2.2,0,~,~,
ChatDev,1,12,2.3,0,~,~,
ChatDev,1,12,2.4,0,~,~,
ChatDev,1,12,2.5,0,~,~,
ChatDev,1,12,2.6,1,"32,42,61",33,
ChatDev,1,12,3.1,0,~,~,
ChatDev,1,12,3.2,0,~,~,22
ChatDev,1,12,3.3,0,~,~,"14,26"
ChatDev,1,13,1.1,1,global,14,"4,9,13,14"
ChatDev,1,13,1.2,0,~,~,"4,9,13,21,25,32,36,42,46,56,60,61,65"
ChatDev,1,13,1.3,0,~,~,"4,9,13,21,25,32,36,42,46,56,60,61,65"
ChatDev,1,13,1.4,0,~,~,
ChatDev,1,13,1.5,0,~,~,
ChatDev,1,13,2.1,0,~,~,
ChatDev,1,13,2.2,0,~,~,
ChatDev,1,13,2.3,0,~,~,
ChatDev,1,13,2.4,0,~,~,
ChatDev,1,13,2.5,0,~,~,
ChatDev,1,13,2.6,1,14,14,
ChatDev,1,13,3.1,0,~,~,
ChatDev,1,13,3.2,0,~,~,
ChatDev,1,13,3.3,0,~,~,14
ChatDev,1,14,1.1,1,global,14,"21,25,32,36,42,46,60,65"
ChatDev,1,14,1.2,0,~,~,"21,25,32,36,42,46,60,61,65"
ChatDev,1,14,1.3,1,60,"21,25,32,36,42,46","21,25,32,36,42,46,60,61,65"
ChatDev,1,14,1.4,0,~,~,
ChatDev,1,14,1.5,0,~,~,61
ChatDev,1,14,2.1,0,~,~,
ChatDev,1,14,2.2,0,~,~,
ChatDev,1,14,2.3,0,~,~,
ChatDev,1,14,2.4,0,~,~,
ChatDev,1,14,2.5,0,~,~,
ChatDev,1,14,2.6,1,14,14,
ChatDev,1,14,3.1,0,~,~,
ChatDev,1,14,3.2,0,~,~,
ChatDev,1,14,3.3,1,14,14,
ChatDev,1,15,1.1,1,global,14,14
ChatDev,1,15,1.2,0,~,~,
ChatDev,1,15,1.3,0,~,~,"60,61"
ChatDev,1,15,1.4,0,~,~,
ChatDev,1,15,1.5,0,~,~,
ChatDev,1,15,2.1,0,~,~,
ChatDev,1,15,2.2,0,~,~,
ChatDev,1,15,2.3,0,~,~,
ChatDev,1,15,2.4,0,~,~,
ChatDev,1,15,2.5,0,~,~,"60,61"
ChatDev,1,15,2.6,1,43,RETRACTED,14
ChatDev,1,15,3.1,0,~,~,
ChatDev,1,15,3.2,0,~,~,
ChatDev,1,15,3.3,1,"14,43",14,
