framework,trace_idx,repeat,fm,judge,forced,semi,relaxed
HyperAgent,1,7,1.3,1,"8,14,27,28,36","8,11,14,27,28","8,11,14,18,28,36"
HyperAgent,1,7,1.4,0,~,~,"29,33,39"
HyperAgent,1,7,1.5,0,~,~,
HyperAgent,1,7,2.1,0,~,~,
HyperAgent,1,7,2.2,0,~,~,20
HyperAgent,1,7,2.3,1,"15,20","33,34,35,36,37,38,39","26,31"
HyperAgent,1,7,2.4,0,~,~,20
HyperAgent,1,7,2.5,0,~,~,"24,29"
HyperAgent,1,7,2.6,1,24,"34,35,36,37,38","15,20,26,27,33,39"
HyperAgent,1,7,3.1,0,~,~,global
HyperAgent,1,7,3.2,0,~,~,
HyperAgent,1,7,3.3,0,~,~,"38,39"
HyperAgent,1,8,1.1,1,global,global,"global,24,26,33,39"
HyperAgent,1,8,1.2,0,~,~,15
HyperAgent,1,8,1.3,1,"8,14,28","2,8,14,28,36","8,11,14,18,27,28,36"
HyperAgent,1,8,1.4,0,~,~,
HyperAgent,1,8,1.5,0,~,~,global
HyperAgent,1,8,2.1,0,~,~,
HyperAgent,1,8,2.2,0,~,~,
HyperAgent,1,8,2.3,0,~,~,15
HyperAgent,1,8,2.4,0,~,~,20
HyperAgent,1,8,2.5,0,~,~,"24,26"
HyperAgent,1,8,2.6,1,"15,24","26,33,39","14,33,39"
HyperAgent,1,8,3.1,0,~,~,"global,20,39"
HyperAgent,1,8,3.2,0,~,~,33
HyperAgent,1,8,3.3,1,"25,26","33,38,39","24,26,38,39"
HyperAgent,1,9,1.1,1,global,global,global
HyperAgent,1,9,1.2,0,~,~,"14,15,20"
HyperAgent,1,9,1.3,1,"8,14,28","27,28","8,10,11,18,28,29,36"
HyperAgent,1,9,1.4,0,~,~,
HyperAgent,1,9,1.5,0,~,~,global
HyperAgent,1,9,2.1,0,~,~,
HyperAgent,1,9,2.2,1,"6,9",RETRACTED,16
HyperAgent,1,9,2.3,0,~,~,"14,15,20"
HyperAgent,1,9,2.4,0,~,~,"15,16,20,21"
HyperAgent,1,9,2.5,0,~,~,"17,22,29"
HyperAgent,1,9,2.6,1,"15,24,26","33,38","14,16,19,24,25,26,27,28,33,34,38,39"
HyperAgent,1,9,3.1,0,~,~,"global,39"
HyperAgent,1,9,3.2,0,~,~,"27,28,31,33,39"
HyperAgent,1,9,3.3,1,"24,33,39","26,38,39","26,38,39"
HyperAgent,1,10,1.1,0,~,~,"global,15,20,24,26,33"
HyperAgent,1,10,1.2,1,"15,20,25","15,20",
HyperAgent,1,10,1.3,1,"27,28","1,5,10,13,27,35","2,8,10,11,14,18,27,28,36"
HyperAgent,1,10,1.4,0,~,~,
HyperAgent,1,10,1.5,0,~,~,"global,39"
HyperAgent,1,10,2.1,0,~,~,
HyperAgent,1,10,2.2,0,~,~,
HyperAgent,1,10,2.3,0,~,~,15
HyperAgent,1,10,2.4,0,~,~,
HyperAgent,1,10,2.5,0,~,~,
HyperAgent,1,10,2.6,1,24,24,"24,26,33"
HyperAgent,1,10,3.1,0,~,~,"global,39"
HyperAgent,1,10,3.2,0,~,~,
HyperAgent,1,10,3.3,1,"31,33,38,39",25,"global,38,39"
HyperAgent,1,11,1.1,0,~,~,"15,20,24,31,33"
HyperAgent,1,11,1.2,0,~,~,15
HyperAgent,1,11,1.3,1,"1,2,8,14,28","5,8,13,14,27,28","8,11,14,18,26,27,28,36"
HyperAgent,1,11,1.4,0,~,~,
HyperAgent,1,11,1.5,0,~,~,global
HyperAgent,1,11,2.1,0,~,~,
HyperAgent,1,11,2.2,0,~,~,
HyperAgent,1,11,2.3,0,~,~,
HyperAgent,1,11,2.4,0,~,~,
HyperAgent,1,11,2.5,0,~,~,"24,39"
HyperAgent,1,11,2.6,1,24,"15,24","33,38,39"
HyperAgent,1,11,3.1,0,~,~,global
HyperAgent,1,11,3.2,0,~,~,
HyperAgent,1,11,3.3,0,~,~,"38,39"
HyperAgent,1,12,1.1,1,global,RETRACTED,"15,20,31"
HyperAgent,1,12,1.2,0,~,~,"15,20,31"
HyperAgent,1,12,1.3,1,"5,8,13,14,27,28","27,28","8,11,14,18,28,36"
HyperAgent,1,12,1.4,0,~,~,
HyperAgent,1,12,1.5,0,~,~,
HyperAgent,1,12,2.1,0,~,~,
HyperAgent,1,12,2.2,0,~,~,
HyperAgent,1,12,2.3,1,"15,24",RETRACTED,"15,20,31"
HyperAgent,1,12,2.4,0,~,~,
HyperAgent,1,12,2.5,0,~,~,
HyperAgent,1,12,2.6,1,"24,26","15,24",
HyperAgent,1,12,3.1,1,global,global,
HyperAgent,1,12,3.2,0,~,~,"38,39"
HyperAgent,1,12,3.3,1,"26,39","33,39",
HyperAgent,1,13,1.1,0,~,~,"38,39"
HyperAgent,1,13,1.2,0,~,~,"14,15,20,31"
HyperAgent,1,13,1.3,1,8,"8,14,28","8,11,14,18,27,28,30,32,36"
HyperAgent,1,13,1.4,0,~,~,
HyperAgent,1,13,1.5,0,~,~,
HyperAgent,1,13,2.1,0,~,~,
HyperAgent,1,13,2.2,0,~,~,
HyperAgent,1,13,2.3,1,"15,16,17",RETRACTED,"14,15,21"
HyperAgent,1,13,2.4,0,~,~,20
HyperAgent,1,13,2.5,0,~,~,"21,29,30"
HyperAgent,1,13,2.6,1,24,24,"18,24,25,26,27,33,38,39"
HyperAgent,1,13,3.1,0,~,~,39
HyperAgent,1,13,3.2,0,~,~,"25,33"
HyperAgent,1,13,3.3,1,25,26,"38,39"
HyperAgent,1,14,1.1,0,~,~,"global,20,33,39"
HyperAgent,1,14,1.2,0,~,~,15
HyperAgent,1,14,1.3,1,"2,8,14,28","26,28,35,36","8,11,14,18,27,28,36"
HyperAgent,1,14,1.4,0,~,~,
HyperAgent,1,14,1.5,0,~,~,"global,39"
HyperAgent,1,14,2.1,0,~,~,
HyperAgent,1,14,2.2,0,~,~,24
HyperAgent,1,14,2.3,0,~,~,15
HyperAgent,1,14,2.4,1,15,15,"15,20,32"
HyperAgent,1,14,2.5,0,~,~,
HyperAgent,1,14,2.6,1,22,"15,24","22,24,33,39"
HyperAgent,1,14,3.1,0,~,~,"global,39"
HyperAgent,1,14,3.2,0,~,~,33
HyperAgent,1,14,3.3,1,24,26,"38,39"
HyperAgent,1,15,1.1,0,~,~,"global,14,15,20,24,31,33"
HyperAgent,1,15,1.2,0,~,~,
HyperAgent,1,15,1.3,1,"1,2,5,6,8,9,27,28","1,2","2,8,11,14,18,27,28,36"
HyperAgent,1,15,1.4,0,~,~,
HyperAgent,1,15,1.5,0,~,~,
HyperAgent,1,15,2.1,0,~,~,
HyperAgent,1,15,2.2,0,~,~,
HyperAgent,1,15,2.3,0,~,~,
HyperAgent,1,15,2.4,1,24,RETRACTED,
HyperAgent,1,15,2.5,0,~,~,24
HyperAgent,1,15,2.6,1,"14,15,22,24","15,24","16,33,39"
HyperAgent,1,15,3.1,0,~,~,global
HyperAgent,1,15,3.2,0,~,~,
HyperAgent,1,15,3.3,1,26,38,"global,33,38,39"
