framework,trace_idx,repeat,fm,judge,forced,semi,relaxed
HyperAgent,9,14,3.2,0,~,~,"19,20"
HyperAgent,9,14,3.3,1,16,19,
HyperAgent,9,15,1.1,0,~,~,"16,18,19"
HyperAgent,9,15,1.2,0,~,~,
HyperAgent,9,15,1.3,1,"12,13","12,13",13
HyperAgent,9,15,1.4,0,~,~,
HyperAgent,9,15,1.5,0,~,~,
HyperAgent,9,15,2.1,0,~,~,
HyperAgent,9,15,2.2,0,~,~,
HyperAgent,9,15,2.3,1,"16,17",19,16
HyperAgent,9,15,2.4,0,~,~,16
HyperAgent,9,15,2.5,0,~,~,
HyperAgent,9,15,2.6,1,8,8,"8,19"
HyperAgent,9,15,3.1,0,~,~,"12,13"
HyperAgent,9,15,3.2,0,~,~,"12,13,19,20"
HyperAgent,9,15,3.3,0,~,~,
