framework,trace_idx,repeat,fm,judge,forced,semi,relaxed
HyperAgent,0,12,2.6,1,"24,25","18,19,23,26,30,33,38,39","14,19,24"
HyperAgent,0,12,3.1,0,~,~,
HyperAgent,0,12,3.2,0,~,~,38
HyperAgent,0,12,3.3,0,~,~,33
HyperAgent,0,13,1.1,0,~,~,"23,24,25,26,30,31,32"
HyperAgent,0,13,1.2,0,~,~,
HyperAgent,0,13,1.3,1,"27,28,29","1,2","25,31,32"
HyperAgent,0,13,1.4,1,"27,28,29",RETRACTED,"25,26,27,31,32"
HyperAgent,0,13,1.5,0,~,~,
HyperAgent,0,13,2.1,1,13,RETRACTED,
HyperAgent,0,13,2.2,0,~,~,
HyperAgent,0,13,2.3,1,"24,25",7,"7,24,25"
HyperAgent,0,13,2.4,0,~,~,17
HyperAgent,0,13,2.5,0,~,~,"27,33,38,39"
HyperAgent,0,13,2.6,1,"23,24,25","24,25","17,23,24,25,30,31,32,37"
HyperAgent,0,13,3.1,0,~,~,
HyperAgent,0,13,3.2,0,~,~,"13,33,38,39"
HyperAgent,0,13,3.3,0,~,~,
HyperAgent,0,14,1.1,0,~,~,"global,7,23,24,25,30,31,32"
HyperAgent,0,14,1.2,1,"7,26",23,
HyperAgent,0,14,1.3,1,"9,12,14,25,28,29,31,32","24,25,28,29,31,32,38","25,27,28,29,31,32"
HyperAgent,0,14,1.4,1,"26,27","18,26,27,33","27,28,29"
HyperAgent,0,14,1.5,0,~,~,global
HyperAgent,0,14,2.1,0,~,~,
HyperAgent,0,14,2.2,1,"24,30,35",RETRACTED,
HyperAgent,0,14,2.3,1,"24,26,37",7,"7,23,24,25,30,31,32,36"
HyperAgent,0,14,2.4,1,"35,38",RETRACTED,"14,36"
HyperAgent,0,14,2.5,0,~,~,"27,28,29"
HyperAgent,0,14,2.6,1,"24,30","7,24,25,30,31,32,33","12,23,24,25,30,31,32"
HyperAgent,0,14,3.1,0,~,~,"global,14,17,18"
HyperAgent,0,14,3.2,0,~,~,
HyperAgent,0,14,3.3,0,~,~,"global,33,38,39"
HyperAgent,0,15,1.1,1,global,RETRACTED,"global,9,23,26,30"
HyperAgent,0,15,1.2,1,"30,31,32",RETRACTED,
HyperAgent,0,15,1.3,1,"13,14","25,28,29,31,32,38","14,25,27,28,29,31,32"
HyperAgent,0,15,1.4,1,26,27,
HyperAgent,0,15,1.5,0,~,~,global
HyperAgent,0,15,2.1,0,~,~,
HyperAgent,0,15,2.2,0,~,~,
HyperAgent,0,15,2.3,1,"24,25",26,24
HyperAgent,0,15,2.4,0,~,~,
HyperAgent,0,15,2.5,0,~,~,"30,33"
HyperAgent,0,15,2.6,1,"30,31,32","17,18,24,33","7,19,23,24,26,37"
HyperAgent,0,15,3.1,0,~,~,global
HyperAgent,0,15,3.2,0,~,~,"9,33,39"
HyperAgent,0,15,3.3,1,33,"19,26,30,38,39","14,16,17,18,23,27,30,38"
