framework,trace_idx,repeat,fm,judge,forced,semi,relaxed
MetaGPT,0,12,3.1,1,global,global,global
MetaGPT,0,12,3.2,0,~,~,"2,4"
MetaGPT,0,12,3.3,0,~,~,
MetaGPT,0,13,1.1,1,global,1,global
MetaGPT,0,13,1.2,0,~,~,
MetaGPT,0,13,1.3,0,~,~,
MetaGPT,0,13,1.4,0,~,~,
MetaGPT,0,13,1.5,0,~,~,global
MetaGPT,0,13,2.1,0,~,~,
MetaGPT,0,13,2.2,0,~,~,"1,4"
MetaGPT,0,13,2.3,0,~,~,
MetaGPT,0,13,2.4,0,~,~,
MetaGPT,0,13,2.5,0,~,~,
MetaGPT,0,13,2.6,0,~,~,
MetaGPT,0,13,3.1,0,~,~,
MetaGPT,0,13,3.2,0,~,~,"2,4"
MetaGPT,0,13,3.3,0,~,~,4
MetaGPT,0,14,1.1,0,~,~,global
MetaGPT,0,14,1.2,0,~,~,
MetaGPT,0,14,1.3,0,~,~,
MetaGPT,0,14,1.4,0,~,~,
MetaGPT,0,14,1.5,0,~,~,global
MetaGPT,0,14,2.1,0,~,~,
MetaGPT,0,14,2.2,0,~,~,
MetaGPT,0,14,2.3,0,~,~,
MetaGPT,0,14,2.4,0,~,~,
MetaGPT,0,14,2.5,0,~,~,
MetaGPT,0,14,2.6,0,~,~,
MetaGPT,0,14,3.1,1,global,global,
MetaGPT,0,14,3.2,0,~,~,"2,4"
MetaGPT,0,14,3.3,0,~,~,
MetaGPT,0,15,1.1,0,~,~,
MetaGPT,0,15,1.2,0,~,~,
MetaGPT,0,15,1.3,0,~,~,
MetaGPT,0,15,1.4,0,~,~,
MetaGPT,0,15,1.5,0,~,~,
MetaGPT,0,15,2.1,0,~,~,
MetaGPT,0,15,2.2,0,~,~,
MetaGPT,0,15,2.3,0,~,~,
MetaGPT,0,15,2.4,0,~,~,
MetaGPT,0,15,2.5,0,~,~,
MetaGPT,0,15,2.6,0,~,~,
MetaGPT,0,15,3.1,1,global,RETRACTED,
MetaGPT,0,15,3.2,0,~,~,"2,4"
MetaGPT,0,15,3.3,0,~,~,
