framework,trace_idx,repeat,fm,judge,forced,semi,relaxed
ChatDev,17,6,1.4,0,~,~,
ChatDev,17,6,1.5,0,~,~,
ChatDev,17,6,2.1,0,~,~,
ChatDev,17,6,2.2,0,~,~,
ChatDev,17,6,2.3,0,~,~,
ChatDev,17,6,2.4,0,~,~,
ChatDev,17,6,2.5,0,~,~,33
ChatDev,17,6,2.6,0,~,~,"25,26,33,37"
ChatDev,17,6,3.1,0,~,~,
ChatDev,17,6,3.2,0,~,~,"22,43"
ChatDev,17,6,3.3,1,22,22,33
ChatDev,17,7,1.1,0,~,~,
ChatDev,17,7,1.2,1,?,?,
ChatDev,17,7,1.3,1,?,?,"3,8,12,20,21,24,25,31,32,35,36,41,42,45,46,53,57,58,59,62,63"
ChatDev,17,7,1.4,0,~,~,
ChatDev,17,7,1.5,0,~,~,22
ChatDev,17,7,2.1,0,~,~,
ChatDev,17,7,2.2,0,~,~,
ChatDev,17,7,2.3,1,?,?,
ChatDev,17,7,2.4,0,~,~,
ChatDev,17,7,2.5,0,~,~,59
ChatDev,17,7,2.6,1,?,?,26
ChatDev,17,7,3.1,0,~,~,
ChatDev,17,7,3.2,0,~,~,
ChatDev,17,7,3.3,0,~,~,22
ChatDev,17,8,1.1,0,~,~,"11,13,14,22,33,43,51,59"
ChatDev,17,8,1.2,1,"4,9,21,25,32,36,54,58","58,59",59
ChatDev,17,8,1.3,0,~,~,"26,47,58,63"
ChatDev,17,8,1.4,0,~,~,"58,63"
ChatDev,17,8,1.5,1,global,global,
ChatDev,17,8,2.1,0,~,~,
ChatDev,17,8,2.2,0,~,~,
ChatDev,17,8,2.3,1,"21,25,32,36,58","58,59",
ChatDev,17,8,2.4,1,58,58,
ChatDev,17,8,2.5,0,~,~,"26,47"
ChatDev,17,8,2.6,1,22,"22,26","14,26,47"
ChatDev,17,8,3.1,1,global,"22,26",
ChatDev,17,8,3.2,0,~,~,"22,33,43,50,51"
ChatDev,17,8,3.3,1,22,"22,26",
ChatDev,17,9,1.1,0,~,~,"global,11,14,19,26,30,40,47,52,56,61,64"
ChatDev,17,9,1.2,0,~,~,
ChatDev,17,9,1.3,1,"3,8,12,20,24,31,35,41,45,53,57","3,8,12,21,25,32,36,42,46,54,58,63",
ChatDev,17,9,1.4,0,~,~,
ChatDev,17,9,1.5,0,~,~,
ChatDev,17,9,2.1,0,~,~,
ChatDev,17,9,2.2,0,~,~,
ChatDev,17,9,2.3,1,"26,47",59,
ChatDev,17,9,2.4,0,~,~,
ChatDev,17,9,2.5,0,~,~,
ChatDev,17,9,2.6,1,"26,47","26,47,59","26,47"
ChatDev,17,9,3.1,0,~,~,
ChatDev,17,9,3.2,0,~,~,
ChatDev,17,9,3.3,1,22,"22,43","22,33,43,58"
ChatDev,17,10,1.1,0,~,~,global
ChatDev,17,10,1.2,0,~,~,"21,25,32,36,42,46"
ChatDev,17,10,1.3,1,59,"21,25,32,36,42,46","3,8,12,20,21,24,25,31,32,35,36,41,42,45,46,53,57,58,62"
ChatDev,17,10,1.4,0,~,~,
ChatDev,17,10,1.5,0,~,~,
ChatDev,17,10,2.1,0,~,~,
ChatDev,17,10,2.2,0,~,~,
ChatDev,17,10,2.3,0,~,~,
ChatDev,17,10,2.4,0,~,~,
ChatDev,17,10,2.5,0,~,~,"25,26,47"
ChatDev,17,10,2.6,1,33,22,"25,26,47"
ChatDev,17,10,3.1,0,~,~,
ChatDev,17,10,3.2,0,~,~,
ChatDev,17,10,3.3,1,22,22,51
ChatDev,17,11,1.1,0,~,~,
ChatDev,17,11,1.2,0,~,~,"21,25,32,36,42,46,59,63"
ChatDev,17,11,1.3,1,"19,20",30,"3,8,12,20,21,24,25,31,32,35,36,41,42,45,46,53,57,58,59,62,63"
ChatDev,17,11,1.4,0,~,~,
ChatDev,17,11,1.5,0,~,~,
ChatDev,17,11,2.1,0,~,~,
ChatDev,17,11,2.2,0,~,~,
ChatDev,17,11,2.3,0,~,~,
ChatDev,17,11,2.4,0,~,~,
ChatDev,17,11,2.5,0,~,~,
ChatDev,17,11,2.6,1,26,22,26
ChatDev,17,11,3.1,0,~,~,
ChatDev,17,11,3.2,0,~,~,
ChatDev,17,11,3.3,0,~,~,22
ChatDev,17,12,1.1,0,~,~,global
ChatDev,17,12,1.2,0,~,~,"58,59"
ChatDev,17,12,1.3,1,?,"21,25,32,36,42,46,58","56,58"
ChatDev,17,12,1.4,1,?,RETRACTED,
ChatDev,17,12,1.5,0,~,~,
ChatDev,17,12,2.1,0,~,~,
ChatDev,17,12,2.2,0,~,~,
ChatDev,17,12,2.3,0,~,~,
ChatDev,17,12,2.4,0,~,~,13
ChatDev,17,12,2.5,0,~,~,
ChatDev,17,12,2.6,1,?,26,"26,47,58,59"
ChatDev,17,12,3.1,0,~,~,
ChatDev,17,12,3.2,0,~,~,"22,43"
ChatDev,17,12,3.3,0,~,~,
ChatDev,17,13,1.1,0,~,~,14
ChatDev,17,13,1.2,1,"4,9,21,25,32,36,42,46,54,58,63",33,"21,25,32,36,42,46,54,58,63"
ChatDev,17,13,1.3,1,"30,40,44",global,
ChatDev,17,13,1.4,0,~,~,
ChatDev,17,13,1.5,0,~,~,
ChatDev,17,13,2.1,0,~,~,
ChatDev,17,13,2.2,0,~,~,
ChatDev,17,13,2.3,0,~,~,
ChatDev,17,13,2.4,0,~,~,
ChatDev,17,13,2.5,0,~,~,26
ChatDev,17,13,2.6,1,22,"26,47",26
ChatDev,17,13,3.1,0,~,~,
ChatDev,17,13,3.2,0,~,~,22
ChatDev,17,13,3.3,0,~,~,"22,33"
ChatDev,17,14,1.1,0,~,~,"global,14,22,26,33,43,51,64"
ChatDev,17,14,1.2,0,~,~,
ChatDev,17,14,1.3,1,"3,8,20,24,31,35,41,45,53,57","4,9,13,21,25,32,36,42,46,54,58","25,46"
ChatDev,17,14,1.4,0,~,~,
ChatDev,17,14,1.5,0,~,~,global
ChatDev,17,14,2.1,0,~,~,
ChatDev,17,14,2.2,0,~,~,
ChatDev,17,14,2.3,0,~,~,"14,26"
ChatDev,17,14,2.4,0,~,~,13
ChatDev,17,14,2.5,0,~,~,26
ChatDev,17,14,2.6,0,~,~,"25,46"
ChatDev,17,14,3.1,0,~,~,global
ChatDev,17,14,3.2,0,~,~,"22,33,43,51"
ChatDev,17,14,3.3,1,22,22,
ChatDev,17,15,1.1,0,~,~,"11,12"
ChatDev,17,15,1.2,1,"21,25,32,36,42,46,54,58,63","21,25,32,36,42,54,58,63","21,25,32,36,42,46,54,58,59,63"
ChatDev,17,15,1.3,1,"21,25,32,36,42,46,54,58,63","21,25,32,36,42,54,58,63","56,58,59"
ChatDev,17,15,1.4,0,~,~,
ChatDev,17,15,1.5,0,~,~,
ChatDev,17,15,2.1,0,~,~,
ChatDev,17,15,2.2,0,~,~,
ChatDev,17,15,2.3,1,47,"26,47","11,12,58,59"
ChatDev,17,15,2.4,0,~,~,
ChatDev,17,15,2.5,0,~,~,"13,26"
ChatDev,17,15,2.6,1,47,"22,26,43,47","14,26,33,48"
ChatDev,17,15,3.1,0,~,~,
ChatDev,17,15,3.2,0,~,~,
ChatDev,17,15,3.3,1,22,"22,43","22,33"
